runs_test_p_value,longest_run_ones_in_a_block_p_value,binary_matrix_rank_p_value,non_overlapping_template_matching_p_value,maurers_universal_p_value,serial_test_p_value_1,serial_test_p_value_2,approximate_entropy_p_value,cumulative_sums_p_value_1,cumulative_sums_p_value_2,random_excursions_p_value_1,random_excursions_p_value_2,random_excursions_p_value_3,random_excursions_p_value_4,random_excursions_p_value_5,random_excursions_p_value_6,random_excursions_p_value_7,random_excursions_p_value_8,random_excursions_variant_p_value_1,random_excursions_variant_p_value_2,random_excursions_variant_p_value_3,random_excursions_variant_p_value_4,random_excursions_variant_p_value_5,random_excursions_variant_p_value_6,random_excursions_variant_p_value_7,random_excursions_variant_p_value_8,random_excursions_variant_p_value_9,random_excursions_variant_p_value_10,random_excursions_variant_p_value_11,random_excursions_variant_p_value_12,random_excursions_variant_p_value_13,random_excursions_variant_p_value_14,random_excursions_variant_p_value_15,random_excursions_variant_p_value_16,random_excursions_variant_p_value_17,random_excursions_variant_p_value_18,byte_entropy_between_packets,bit_entropy_between_packets,byte_entropy,intra_packet_bit_entropy,ciphertext_length_bytes,ciphertext_length_mod_8,ciphertext_length_mod_16,ciphertext_length_mod_32,unique_byte_count,zero_byte_ratio,printable_byte_ratio,bit_one_ratio,bit_zero_ratio,unique_16byte_block_count,repeated_16byte_block_ratio,compression_ratio,label
0.568158,0.835249,0.430202,1.0,0.489307,0.23521,0.305906,7.3471,0.529341,0.083306,0.256694,0.747296,1.0,0.78402,0.39895,0.813335,0.318918,0.571696,0.363227,0.0,0.481791,0.313722,0.259529,0.130826,0.223562,0.421403,0.662362,0.0,0.0,1.0,1.0,0.0,0.074395,0.421535,0.971024,0.567615,6.8888,7.6522,7.2617,6.9858,1808,0,0,16,256,0.003024,0.308736,0.459697,0.540303,96,0.150442,1.005273,DES
0.567792,0.48736,0.528324,0.0,0.514003,0.282427,0.125494,6.8137,0.480426,0.608016,0.070576,0.0,0.932798,0.0,0.811718,0.223731,0.243876,0.470235,0.364665,0.57683,0.134424,0.0,0.0,0.264504,0.57435,0.168994,0.509078,0.699209,0.878011,0.093835,0.76937,0.506046,0.908867,0.445937,0.137682,0.106537,7.0517,7.1007,7.4733,7.3697,296,0,8,8,229,0.000829,0.390025,0.487444,0.512556,17,0.055556,1.009903,DES
0.349314,0.02035,0.970511,0.835434,1.0,0.567649,0.405689,6.6532,0.359352,0.616483,0.382663,1.0,0.456739,0.0,0.448639,0.056338,1.0,0.574079,0.691224,0.384318,0.455,0.367733,0.585146,0.570942,0.139841,0.432968,0.366065,0.710227,0.359473,0.448668,0.350786,0.886765,0.37394,0.883201,0.066359,0.671269,7.286,7.5889,7.622,7.1437,65,1,1,1,25,0.001238,0.351743,0.498914,0.501086,3,0.25,1.023584,ECC
0.197361,0.825393,0.0,0.411898,0.559754,0.8078,0.70876,6.83,0.818307,0.777507,0.59076,0.719326,0.447438,0.741285,0.669508,0.167459,0.983746,0.0,0.194392,0.061807,0.076674,0.373802,0.628457,0.856404,0.223816,0.837143,0.31774,0.617139,0.0,0.0,0.360644,0.405446,0.251676,0.0,0.737869,0.240315,7.574,7.5213,6.9023,7.0916,65,1,1,1,40,0.003561,0.365475,0.498665,0.501335,4,0.0,1.009998,ECC
0.772246,0.633716,0.358726,0.782544,0.588908,0.35798,0.524344,7.9262,0.894994,0.292951,0.409461,0.508617,0.199014,0.742408,0.852364,0.0,0.416575,0.710629,1.0,0.269419,0.580983,0.141744,0.554346,0.61918,0.845121,0.377895,0.565654,0.583916,0.419445,0.624885,0.372083,0.418582,0.585243,0.80899,0.349613,0.948225,8.0,7.9196,7.626,7.8164,3536,0,0,16,256,0.006097,0.349914,0.537571,0.462429,201,0.090498,0.993008,AES
1.0,0.733075,0.530994,0.200445,0.8676,0.354243,0.0,7.1002,0.930555,0.827539,0.211122,0.554418,0.407833,0.818701,0.335703,0.511473,0.561939,0.824233,0.760141,0.222554,0.721774,0.785321,0.888596,0.59345,0.0,0.573736,0.640408,1.0,0.189754,0.471407,0.626521,0.255345,0.742284,0.835897,0.766375,0.599091,7.3504,7.1659,7.2382,7.3889,32,0,0,0,25,0.006995,0.267164,0.522133,0.477867,1,0.5,1.023272,ECC
0.406303,0.057045,0.571752,0.060917,0.848204,0.73395,0.922866,7.4545,0.81927,0.697598,0.503341,0.453953,0.921787,0.193392,0.478166,0.800178,0.157946,0.595536,0.629886,0.0,0.432322,0.557551,0.194147,0.466797,0.177179,0.715329,0.572464,0.0,0.833347,0.628478,0.098976,0.39184,0.0,0.0,0.0,0.980753,7.6137,8.0,7.8263,7.8404,143,7,15,15,107,0.000305,0.364721,0.506182,0.493818,6,0.25,0.988593,RC4
0.327578,0.618665,0.230595,0.508122,0.404069,0.309618,0.894354,7.5107,0.454753,1.0,0.736976,0.5164,0.437152,0.278538,0.487922,1.0,0.484802,0.343499,0.278261,1.0,0.304591,0.416639,0.17014,0.347097,0.687445,0.206849,0.455292,1.0,0.217755,0.164371,0.82183,0.701935,0.745364,0.223985,0.521965,0.275813,7.29,7.5859,7.3654,7.62,359,7,7,7,176,0.003698,0.298436,0.511599,0.488401,19,0.136364,1.022645,3DES
0.864628,0.252851,0.0,0.321552,0.205408,0.70328,0.830193,7.3199,0.368239,0.347564,0.593874,0.749099,0.740355,0.375394,0.253323,0.359639,0.177302,0.058714,0.615921,0.348074,0.830087,0.73375,0.266434,0.526144,0.177243,0.01864,0.363637,0.758264,0.54288,0.570801,0.662997,0.052265,0.269606,0.532507,0.631057,0.428461,7.8457,7.5435,7.7864,7.5951,400,0,0,16,171,0.001283,0.35393,0.489208,0.510792,25,0.0,1.036584,Blowfish
0.889917,1.0,0.374746,1.0,0.287695,0.626742,0.676505,7.7071,0.7868,0.030503,0.428613,0.744403,0.116099,0.269222,0.0,0.709642,0.904842,0.633715,0.944137,0.086604,0.707633,0.04069,0.16626,0.0,0.548969,0.995404,0.774992,0.545305,1.0,0.5596,0.474397,0.610616,0.306947,0.58577,0.036408,0.485331,7.3695,7.5187,7.9212,7.5067,1832,0,8,8,256,0.0,0.274115,0.481502,0.518498,113,0.008772,0.968066,Blowfish
0.472671,0.300724,0.297816,0.82151,0.0,0.337681,0.770192,7.0924,0.132157,0.711635,0.0,0.495103,0.182374,0.872273,0.519656,0.761207,0.99263,0.547547,0.427744,0.0,0.539419,0.460758,0.364677,0.816578,0.0,0.651478,0.383967,0.099305,0.190516,0.262669,0.592177,0.585012,1.0,0.0,0.370334,0.462339,6.871,7.1622,7.1774,7.0706,112,0,0,16,60,0.003688,0.347437,0.519313,0.480687,5,0.285714,0.983461,DES
0.308129,0.926665,0.0,0.586533,0.813432,0.447752,0.390213,7.6379,0.388685,1.0,0.808739,1.0,0.743654,0.639717,0.673589,0.684088,0.524551,0.204747,0.298357,0.775054,1.0,0.0,0.068946,0.150774,0.804696,0.649481,0.115462,0.558608,0.0,0.762641,0.252476,0.343885,0.360101,0.317237,0.401058,0.544976,7.3254,7.8026,6.9803,7.2795,400,0,0,16,144,0.003689,0.425208,0.510181,0.489819,22,0.12,0.982214,3DES
0.950896,0.61618,0.898506,0.132172,0.334996,0.534178,0.38602,8.0,0.523022,0.195108,0.697613,0.471638,0.386031,0.866228,0.214434,1.0,0.856622,0.585333,0.941215,0.52963,0.530743,0.629579,0.680337,0.516836,1.0,0.627858,0.684652,0.849624,0.736121,0.84047,1.0,1.0,0.711272,1.0,0.000364,0.853009,7.9834,8.0,7.9299,8.0,2864,0,0,16,256,0.0,0.376458,0.49166,0.50834,152,0.150838,0.988886,AES
0.496437,0.540034,0.207181,1.0,0.387102,0.807194,0.255753,7.6541,0.184503,0.379375,0.517209,0.84631,0.959875,1.0,0.418345,0.522431,0.188051,0.349304,0.389509,0.659994,0.840612,0.382706,0.37543,0.646236,0.451597,0.75428,0.724605,0.729202,0.377946,0.329565,0.668047,0.837702,0.733812,0.543724,0.228969,0.593376,7.3462,7.7153,7.2269,7.8457,27,3,11,27,26,0.003431,0.339917,0.490614,0.509386,0,1.0,0.958072,RC4
0.236247,0.115266,0.836464,0.19897,0.511832,0.242043,0.28107,6.719,0.640067,0.575832,0.575748,0.758143,0.0,0.8596,0.0,0.818606,0.305203,0.45022,0.333549,0.610577,0.653404,0.421372,0.070672,0.087561,0.419826,0.132752,0.665006,0.487969,0.0,0.768223,0.0,0.558385,0.603786,0.0,0.006811,0.371902,7.3003,7.2067,6.9292,6.4544,1032,0,8,8,256,0.005995,0.313963,0.505872,0.494128,62,0.03125,0.977274,DES
0.0,0.595308,0.037106,0.636622,0.133213,0.0,0.98474,7.317,0.109833,1.0,1.0,0.312795,0.662531,0.495458,0.315634,0.56722,0.289768,0.225184,0.30888,0.67654,0.060588,0.359751,0.583239,0.841123,0.110342,0.741973,0.678738,0.621359,0.641942,0.854215,0.584984,0.187958,0.36459,0.045316,0.307731,0.283381,7.2971,7.4407,7.3506,7.2793,256,0,0,0,67,0.000359,0.334207,0.520693,0.479307,16,0.0,0.979066,RSA
0.411077,0.0,0.0,0.197243,0.385204,0.0,0.968063,7.1292,0.716547,0.160916,0.08334,0.017712,0.012683,0.348313,1.0,0.118268,0.351683,0.842331,0.154889,0.272892,0.852907,0.692229,0.0,0.419248,0.399787,0.720396,0.016595,0.369784,0.46784,0.517636,0.331225,0.117608,0.098697,0.344166,0.173947,0.654655,7.0283,7.0201,7.4205,7.0389,1704,0,8,8,256,0.007955,0.364107,0.500779,0.499221,91,0.141509,0.989043,DES
0.750068,0.83779,0.241824,0.305272,1.0,0.518169,0.307767,7.652,0.411592,0.58762,0.612965,0.0,0.830777,0.644004,0.565741,0.492672,0.514148,0.320579,0.523301,0.183863,0.572854,0.553245,0.332014,0.534281,0.718679,0.829142,0.512587,0.595449,0.369171,0.808398,0.951556,0.268904,0.346144,0.818342,0.880749,0.352011,8.0,8.0,7.9946,7.7237,4,4,4,4,2,0.004677,0.357877,0.479385,0.520615,0,1.0,0.990151,RC4
0.341361,0.231445,0.80819,0.0,0.586544,0.393143,0.218775,7.3891,0.232141,0.199949,0.551891,0.66802,0.738251,0.711245,0.715858,0.642372,0.209149,0.625952,0.184404,1.0,0.256892,0.639158,0.211169,0.214567,0.337217,0.508781,0.0,0.747692,0.699284,0.844478,0.558601,0.130937,0.66691,0.468553,1.0,0.400255,7.1279,7.1956,7.4153,6.8721,1645,5,13,13,256,0.00137,0.329566,0.519254,0.480746,100,0.019608,0.97507,3DES
0.770485,0.522433,0.604702,0.561766,0.281753,0.579368,0.316728,7.4673,0.171164,0.2487,0.392368,0.664989,0.147271,0.139418,0.798949,0.456674,0.531746,0.0,0.830433,0.575308,0.963387,0.488302,0.052164,0.408145,0.725961,0.497213,0.0,0.600608,0.960735,0.572985,0.557864,0.65224,0.01432,0.564631,0.033497,0.29047,7.7226,7.4139,7.8128,8.0,1744,0,0,16,256,0.004122,0.371623,0.50004,0.49996,103,0.055046,0.986431,Blowfish
1.0,0.145171,0.85904,0.194421,0.481016,0.061538,0.567862,7.2387,0.15528,0.286411,0.968847,0.301176,0.785556,0.978995,0.786507,0.315491,0.567245,0.33482,0.614959,0.109054,0.380603,0.829257,0.63328,0.56883,0.761734,0.176361,0.703747,0.937903,0.0,0.453902,0.673611,0.467463,0.272329,0.720648,0.049928,0.92161,7.3841,7.5635,6.8876,6.9411,512,0,0,0,170,0.002236,0.311182,0.489733,0.510267,32,0.0,0.993355,RSA
0.790836,0.14634,0.0,0.5046,0.734056,0.647057,0.992687,7.8059,0.0,0.249438,0.945806,0.579478,0.795383,0.0,0.595678,0.555678,0.157328,0.48576,0.553153,0.59581,0.49848,0.627801,0.639462,0.804863,0.670996,0.42459,0.458821,0.077941,0.924325,0.353028,0.462038,0.195792,0.716083,0.435581,1.0,0.400042,7.9099,7.9197,7.9093,8.0,89,1,9,25,73,0.002431,0.31238,0.504438,0.495562,4,0.2,0.96704,RC4
0.333374,0.579536,0.859997,0.758142,0.62026,0.094712,1.0,7.0367,0.270541,0.645054,0.358776,0.119705,0.315114,0.569007,0.383759,0.696476,0.655677,0.744581,0.449156,0.785194,1.0,0.263933,0.516041,0.503558,0.197641,0.505865,0.72404,0.721268,0.857188,1.0,0.116185,0.0,0.428319,0.224323,0.605996,0.436423,7.2899,6.9887,7.2208,7.3979,64,0,0,0,30,0.002212,0.346613,0.509629,0.490371,4,0.0,0.995845,ECC
0.894774,0.67638,0.954074,0.000778,0.647811,0.135259,0.229774,7.9491,0.701682,0.667202,0.303261,0.455018,0.281957,0.452976,0.181033,0.149709,0.817386,0.402786,0.837894,0.261318,0.114574,0.93479,0.371357,0.649626,0.588197,0.636483,0.450093,0.619587,0.531434,0.76249,0.306992,0.600162,0.546757,0.350338,0.775425,0.830017,7.9486,7.9102,8.0,8.0,2208,0,0,0,256,0.006156,0.251223,0.521108,0.478892,120,0.130435,0.991011,AES
0.831376,0.979709,0.456927,0.520845,0.204725,0.67492,0.402573,7.5111,0.537707,0.451967,0.576319,0.505675,0.57569,0.310427,0.266596,0.520478,0.926224,0.523838,0.563121,0.385919,1.0,0.0,0.385455,0.664361,0.150308,0.623023,1.0,1.0,0.490566,0.22378,0.165167,0.418993,0.301867,0.53832,0.0,0.520477,7.5569,7.2767,7.5835,7.7589,272,0,0,16,83,0.005588,0.376716,0.516793,0.483207,16,0.058824,0.998704,3DES
0.669399,0.65851,0.691337,1.0,0.587264,0.482338,0.0,7.682,0.586574,0.860444,0.0,0.066723,0.722642,0.631183,1.0,1.0,0.147817,0.522306,0.652906,0.303045,0.369813,0.118885,0.0,0.248006,0.778945,0.455377,1.0,0.725974,0.327731,0.265823,0.219897,0.383043,0.085289,0.708031,0.682459,0.884246,7.3697,8.0,7.2497,7.3695,1792,0,0,0,256,0.00287,0.370228,0.487504,0.512496,98,0.125,1.022956,3DES
1.0,0.173395,0.811376,0.590728,0.506548,0.410227,0.10372,7.897,0.499128,0.509135,0.660016,0.357394,0.679499,0.419597,0.24514,0.691644,0.978488,0.611113,0.884175,0.493321,0.826724,0.978271,1.0,0.34881,0.0,0.553893,0.0,0.711736,0.800171,0.200775,0.070722,0.0,1.0,0.171054,0.402045,0.62546,7.8658,7.9452,7.4285,7.5693,1816,0,8,24,256,0.001485,0.319776,0.531691,0.468309,109,0.035398,0.998218,Blowfish
0.705337,0.686452,0.726986,0.978105,1.0,0.0,0.239542,7.3795,0.331053,0.702019,0.485971,0.397649,0.719413,0.689166,0.463061,0.376824,0.898495,0.964143,0.592601,0.494458,0.238202,0.711276,0.277244,0.606902,0.286536,0.0,0.404017,0.346641,0.207247,1.0,0.309489,0.430172,0.459856,0.5973,0.415529,1.0,7.8471,8.0,7.7953,7.6936,91,3,11,27,41,0.007104,0.403471,0.514544,0.485456,4,0.2,1.012261,RC4
0.901282,0.500248,0.579521,0.081362,0.662805,0.0,0.004016,6.7288,0.231255,0.501608,0.16882,0.176852,0.305019,0.336404,0.393585,0.15094,0.628139,0.108223,0.0,0.641223,0.108683,0.168971,0.135128,0.387331,0.587415,0.3254,0.607628,0.361629,1.0,0.88873,0.135905,0.029509,0.598326,0.72492,0.559582,0.424194,7.2593,6.7569,7.1355,6.8371,1224,0,8,8,256,0.001086,0.356928,0.460776,0.539224,67,0.118421,0.991858,DES
0.876151,0.406966,0.348852,0.621112,0.713656,0.663734,0.0,7.5517,0.3193,0.405671,0.741233,0.181304,0.519155,0.7872,0.497668,0.650419,0.580241,0.279076,0.650773,0.298626,0.48853,0.0,0.578298,0.565259,0.229583,0.15153,0.085603,0.37593,0.31619,1.0,0.807043,0.338734,0.312006,0.96146,0.516499,0.765402,7.8919,7.4512,7.2205,6.6726,968,0,8,8,250,0.003393,0.431519,0.525512,0.474488,52,0.133333,1.003129,3DES
0.287018,0.277895,0.560354,1.0,0.340516,0.178387,0.214464,7.209,0.0,0.390835,0.113029,0.749493,0.656251,0.410884,0.013393,0.157512,0.679181,0.600046,0.440485,0.509842,0.340873,0.210626,0.372515,0.252573,0.915757,0.362169,0.008776,0.212006,0.399582,0.123728,0.704679,0.038779,0.67348,0.0,0.795788,0.91519,7.6665,7.1629,6.8601,6.6569,1600,0,0,0,256,0.004001,0.309038,0.505022,0.494978,89,0.11,0.987233,DES
0.040117,0.32184,1.0,0.717231,0.921338,0.299341,0.545222,7.1606,0.912811,0.440192,0.158743,0.742159,0.347269,0.461034,0.0,0.148721,0.216504,0.309895,0.768924,0.306119,0.825955,0.0,0.209669,0.561691,0.789128,0.353654,0.891933,0.650177,1.0,0.745812,0.369265,1.0,0.428832,0.923145,0.606414,0.58578,7.7944,7.9516,7.501,7.8007,1680,0,0,16,256,0.001954,0.289175,0.51819,0.48181,105,0.0,1.016125,Blowfish
0.461445,0.337524,0.825427,0.651443,0.0,0.057269,0.100905,7.0948,0.476785,1.0,0.0,0.0,0.559583,0.451141,1.0,0.0919,0.778299,0.403319,0.623759,0.516158,0.405195,0.134848,0.506602,0.348755,0.587718,0.388332,0.48312,0.121027,0.472013,0.0,0.750591,0.342244,0.272791,0.806944,0.264477,0.504937,7.5247,7.092,7.2646,7.196,384,0,0,0,253,0.003046,0.298508,0.472607,0.527393,20,0.166667,0.989641,RSA
0.635181,1.0,0.652392,0.250351,0.13102,0.52406,0.684174,7.4298,0.584596,0.500374,0.547732,1.0,0.814732,0.373566,0.014211,0.625341,0.61505,0.0,0.473561,0.472512,0.777863,0.327109,0.771581,0.516187,0.296082,0.481307,0.232588,0.632349,0.874784,0.404104,0.213417,0.293876,0.394906,0.774468,0.0,0.629975,7.2875,7.4536,7.4319,7.4579,1841,1,1,17,256,0.000886,0.385382,0.512044,0.487956,101,0.121739,0.983099,3DES
0.192343,0.922249,0.352318,0.721641,0.213068,0.478746,0.849953,7.2581,0.463787,0.766054,0.782821,0.749859,1.0,0.575344,0.071738,0.189359,0.636026,0.263979,0.324868,0.619672,0.590067,0.417522,0.810487,0.693214,0.621989,0.632155,0.482147,0.330092,0.503889,0.84132,0.593271,0.2119,0.698683,0.484392,0.7486,1.0,8.0,7.6284,7.6675,7.5098,59,3,11,27,43,0.005244,0.399465,0.533447,0.466553,3,0.0,1.002229,RC4
0.782428,0.709031,0.509803,0.783558,0.771918,0.900442,0.83654,7.8198,0.285984,0.260383,0.623646,0.154694,0.580704,0.38681,0.19325,0.419248,0.575538,0.562045,0.52875,0.579952,0.943629,0.268587,0.873291,0.486629,0.583027,0.280515,0.020189,0.837354,0.78383,0.470908,0.733922,0.567926,0.065423,0.0,0.404264,1.0,8.0,7.3432,8.0,7.6967,150,6,6,22,106,0.009509,0.386871,0.491568,0.508432,8,0.111111,0.9968,RC4
0.0,0.481636,0.814305,0.161159,0.911481,0.0,0.407207,7.1098,0.750779,0.770928,0.503775,1.0,0.395085,1.0,0.401834,0.543783,0.511943,0.205882,0.606576,0.487607,0.60112,0.389338,0.622896,0.0,0.050638,0.437575,0.42312,0.242527,0.600653,0.644366,0.799545,0.4297,0.267142,0.10481,0.424119,1.0,7.02,7.3249,7.181,7.1374,256,0,0,0,67,0.004461,0.293111,0.523202,0.476798,14,0.125,0.988785,RSA
0.0,0.066408,0.44892,0.569414,0.953225,0.499427,0.404229,7.0129,0.0,0.745005,0.845775,0.716303,0.0,0.023879,0.0,0.584037,0.0,0.064271,0.107344,0.140973,0.675335,0.322646,0.361575,0.581195,0.520468,0.326807,0.40749,0.0,0.659284,1.0,0.561519,0.180442,0.455336,0.0,0.874205,0.249284,7.0479,6.9111,6.9727,6.8662,32,0,0,0,31,0.006702,0.511793,0.510263,0.489737,1,0.5,0.980736,DES
0.428574,0.444688,0.358267,0.706519,0.28936,0.243254,0.622736,7.7999,0.349153,0.963731,0.748337,0.18749,0.818691,0.403347,0.793466,0.409052,0.192222,0.543222,1.0,0.64697,0.391634,0.494003,0.426502,0.633059,0.723079,1.0,0.574883,0.288209,0.380433,0.493342,0.345946,0.208384,1.0,0.582496,0.26033,0.199412,7.8384,7.5997,7.2636,7.8067,120,0,8,24,93,0.003075,0.266255,0.516329,0.483671,7,0.0,1.013956,Blowfish
0.64279,0.30861,0.388801,0.50882,0.192619,0.536571,0.762281,7.4721,0.550672,1.0,0.447616,0.481982,0.905985,0.754822,0.387047,0.363233,0.505247,0.681544,0.718849,0.470163,0.949929,0.65716,0.657076,0.717603,0.469253,0.745994,1.0,0.14662,0.111051,0.37303,0.535927,0.562429,0.607938,0.518956,0.135988,0.0,7.3915,7.923,7.0435,7.6794,66,2,2,2,35,0.001944,0.320591,0.48337,0.51663,3,0.25,0.995313,ECC
0.553669,0.337748,0.634953,0.678002,0.635028,0.768685,0.952359,8.0,0.45798,0.066818,0.823615,0.729287,0.457483,1.0,0.255151,0.924269,0.352454,0.200983,0.0,0.548106,0.274526,0.356935,0.587339,1.0,0.723825,0.445366,0.628067,0.754125,0.700689,0.544282,0.754075,0.977991,0.773149,0.427691,0.483794,0.712384,7.49,7.5491,8.0,7.8048,26,2,10,26,20,0.006484,0.372556,0.461066,0.538934,0,1.0,1.001041,RC4
0.674422,0.935755,0.704329,0.397589,0.540641,0.179432,0.073734,7.2741,0.704406,0.867963,0.505149,0.781044,0.607366,0.189497,0.747193,0.0,0.356276,0.944675,0.0,0.770778,0.414725,0.016571,0.242799,0.0,0.125696,0.744212,0.344709,0.089088,0.38802,0.56662,0.868618,0.270826,0.682469,0.903569,0.902002,0.888378,7.0521,7.5493,7.258,7.1511,512,0,0,0,170,0.010997,0.34658,0.523818,0.476182,28,0.125,0.989382,RSA
0.698663,0.094582,0.341853,0.636185,0.490607,0.288604,0.045382,7.5345,0.746699,1.0,0.0,0.478739,0.469612,0.104877,0.646469,1.0,0.860719,0.817348,0.402215,0.518592,0.665675,0.310673,1.0,0.190365,0.369941,0.727072,0.467195,1.0,0.771417,1.0,0.586701,0.224746,0.182117,0.12059,0.979489,0.631067,7.1001,7.4707,7.7696,7.8843,230,6,6,6,147,0.003686,0.480452,0.547045,0.452955,12,0.142857,1.005654,RC4
0.763635,0.880074,0.421768,0.654913,0.864858,0.461725,0.634441,7.2742,0.723048,0.628724,0.809229,0.518516,0.943408,0.576424,0.34477,0.273764,0.527779,0.389305,0.529475,0.434495,0.514139,0.718013,0.268022,0.598336,0.116125,0.511521,0.289017,0.637581,0.0,0.774745,0.423836,0.998435,0.0,0.563337,0.592362,0.416147,7.3275,6.7601,7.3536,7.156,256,0,0,0,220,0.002468,0.327482,0.488555,0.511445,14,0.125,0.983015,RSA
0.581472,0.295212,0.326219,0.44567,0.233786,0.289106,0.067481,7.7185,0.85289,0.592998,0.143185,0.346225,0.401686,0.478444,0.243399,0.528666,0.370162,0.738473,0.538052,0.082116,0.367375,0.564819,0.486155,0.012796,0.522167,0.968385,0.777472,0.595991,0.419634,0.617546,0.239602,0.151595,0.84581,0.299494,0.162037,0.255753,7.3638,7.5104,7.8857,8.0,151,7,7,23,114,0.002007,0.323989,0.489096,0.510904,7,0.222222,0.979126,Blowfish
0.301122,0.961767,0.111693,0.253569,0.43896,0.096916,0.52756,7.8362,0.557256,0.421113,0.342061,0.762432,0.604083,0.252096,0.0,0.32682,0.735429,0.947127,0.73981,0.128443,0.09376,0.166935,0.09619,0.457139,0.551579,1.0,0.510238,0.340247,0.0,0.0,0.262786,0.251025,1.0,0.268388,0.982797,0.32088,7.8509,7.384,7.4787,7.8553,1861,5,5,5,256,0.0,0.344912,0.471228,0.528772,103,0.112069,0.981194,Blowfish
0.411952,0.685047,0.553123,0.943442,0.926684,1.0,0.310406,8.0,0.454224,0.623794,0.036061,0.370349,0.348772,0.524316,0.496243,0.111619,0.463149,0.38102,0.579804,0.709015,0.761196,0.589761,0.126307,0.7255,0.920462,0.385427,0.206051,0.739134,0.380512,0.570156,0.627955,0.0,0.354378,0.029283,0.128842,0.607068,7.8633,7.8093,7.6362,7.6411,2288,0,0,16,256,0.006915,0.366412,0.507051,0.492949,134,0.062937,0.975404,AES
0.927324,0.545315,0.668609,0.224114,0.558034,0.236628,1.0,6.8507,0.259493,0.422184,0.655467,0.749247,0.306084,0.516006,0.230673,0.388256,0.22496,0.265279,0.710358,0.784291,1.0,0.320995,0.736087,0.166012,0.808116,0.052117,0.989589,1.0,0.637291,1.0,0.257274,0.201803,0.934479,0.46608,0.87093,0.338991,7.1666,7.1429,7.0383,7.2308,128,0,0,0,88,0.005409,0.399114,0.495546,0.504454,6,0.25,0.990514,RSA
0.687895,0.659346,0.144501,0.336395,0.844264,0.550275,0.571596,6.8819,0.209531,0.466479,0.642963,0.31859,0.0,0.412492,0.883499,0.0,0.603159,0.7412,0.0,0.298913,0.594749,0.456128,0.042211,1.0,0.96564,0.663436,0.33643,0.261682,0.483935,0.460028,0.144857,0.147891,0.606469,0.221416,0.631599,0.628994,7.6402,7.2673,7.3447,7.0846,610,2,2,2,231,0.001322,0.326161,0.471202,0.528798,36,0.052632,0.965096,DES
0.260025,0.719951,0.282988,0.549088,0.516838,0.722196,0.155649,7.4437,0.405734,0.0,0.0,0.706529,0.84345,0.094028,0.480666,0.872771,0.552164,0.695692,0.497826,0.0,0.663524,0.670126,0.255569,0.747182,0.0,0.117255,0.399104,0.231386,0.759636,0.478572,0.49591,0.0,0.357733,0.058786,0.412391,0.425307,7.2108,7.0399,7.1601,6.8361,944,0,0,16,239,0.004276,0.377221,0.502367,0.497633,51,0.135593,0.996558,DES
0.875086,0.720777,0.318991,0.195139,0.448204,0.694074,0.334359,7.3284,0.0,0.0,0.249699,0.339006,0.390175,0.53047,0.0,0.446075,0.092134,0.659389,0.0,0.72366,0.0,0.86198,0.41534,0.611357,0.794979,1.0,0.301245,0.546986,0.0,0.0,0.11424,0.196294,0.365788,0.609098,0.456367,0.0,7.002,7.3544,6.9967,7.0086,1723,3,11,27,256,0.008581,0.423439,0.501706,0.498294,94,0.121495,0.995254,DES
0.826069,0.426081,0.253842,0.493116,0.997717,0.41162,0.764091,8.0,0.833491,0.400588,0.750894,0.474981,0.870448,1.0,0.289724,0.563266,0.482325,1.0,0.314481,0.628118,0.46074,0.215526,0.327021,0.475653,0.708905,0.723718,0.598871,0.748504,0.441458,0.451352,0.59492,0.643163,0.566012,0.937614,0.750618,0.778752,8.0,8.0,7.5171,7.3554,9088,0,0,0,256,0.005427,0.360329,0.533269,0.466731,567,0.001761,1.029235,ChaCha20
0.435777,0.561508,0.0,0.669728,0.513199,0.444326,0.947756,7.4157,0.419308,0.322265,0.920749,0.779901,0.460934,0.0,0.0,0.239137,0.767872,0.886356,0.673964,0.797577,0.525582,0.407504,0.824254,0.423596,0.860417,0.682508,0.340238,0.15788,0.757491,0.511991,0.776914,0.638245,0.4174,0.034837,0.477655,0.611289,6.9617,7.0081,7.4024,7.0901,512,0,0,0,255,0.00467,0.274347,0.504461,0.495539,32,0.0,0.973063,RSA
0.710599,0.460377,0.687526,0.313847,0.101438,0.16594,0.70717,7.9141,0.415982,0.040085,0.467097,0.677771,0.069247,0.192465,0.374205,0.952663,0.548371,0.27473,0.549034,0.535041,0.609004,0.60045,0.156386,0.53325,0.306544,0.510072,0.446227,0.743816,0.154294,0.15137,0.668227,0.183209,0.72056,0.218117,0.620125,0.577343,7.6238,7.9573,7.8965,8.0,174,6,14,14,112,0.004994,0.325751,0.480411,0.519589,10,0.0,0.983516,RC4
0.730436,0.663682,0.877342,0.653146,0.469014,0.982995,0.370411,7.338,0.414045,0.698494,0.788455,0.352295,0.84681,0.0,0.15017,0.214353,0.29741,0.573308,0.319015,0.557425,0.597258,0.368172,0.610342,0.0,1.0,0.0,0.659025,0.862626,0.410235,0.198626,0.795212,0.526262,0.623416,0.551286,0.737863,1.0,7.8555,7.54,7.6705,7.9696,14,6,14,14,7,0.005193,0.346327,0.498548,0.501452,1,0.0,0.994609,RC4
